时间	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量
2022/6/12	3.3824	42.067	20.68	4.387	3.90312	24.415	2.9377	8	2.73026	12.619	10.926	29.698
2022/6/13	3.3824	15.067	41.6808	1.402	6.915	18.06	5.9118	12	10.69	3.785	10.926	23.638
2022/6/14	6.6108	9.717	41.6808	5.469	3.90312	15.537	21.9384	5.266	6.3642	17.42	10.926	23.587
2022/6/15	3.3824	19.084	22.79664	0.565	6.8658	3.038	21.9384	7.243	6.3642	18.343	10.926	18.931
2022/6/16	3.3824	25.637	22.79664	3.616	2.95412	19.467	5.9118	8	2.73026	20.666	10.926	18.079
2022/6/17	3.3824	24.339	20.89692	3.561	2.95412	22.353	5.9118	11	7.63704	21.677	10.926	27.301
2022/6/18	3.3824	29.655	11.663	2.109	4.488	5.885	21.9384	9.206	2.73026	14.142	10.926	29.834
2022/6/19	11.176	4.369	41.6808	7.244	3.08152	15.24	2.9377	12	2.73026	15.51	10.05192	31.956
2022/6/20	3.171	26.458	20.89692	3.46	6.7686	7.905	2.9377	5	7.63704	11.578	10.05192	26.02
2022/6/21	6.6108	11.966	20.89692	2.506	2.95412	12.895	5.9118	10	7.63704	13.507	7.86672	22.014
2022/6/22	3.8052	15.678	20.89692	6.338	3.08152	7.504	2.9377	7	7.63704	10.589	7.86672	23.449
2022/6/23	4.228	13.463	18.095	1.684	2.95412	11.217	22.53636	4.488	7.63704	8.366	7.86672	14.583
2022/6/24	4.228	18.593	39.1998	3.818	3.00768	12.739	22.53636	7.265	12.828	6.144	10.05192	17.64
2022/6/25	4.228	25.636	39.1998	4.644	15.0626	5.288	5.9118	12	8.4856	16.298	8.7408	22.426
2022/6/26	4.228	15.032	14.7756	15.757	8.23896	9.023	3.51575	11	8.4856	22.251	7.86672	36.32
2022/6/27	13.2216	8.103	39.1998	2.811	4.488	2.98	3.51575	14	3.1503	2.23	7.86672	21.772
2022/6/28	11.176	1.798	39.1998	4.228	6.8658	5.304	20.03232	6.702	8.552	3.154	8.7408	23.307
2022/6/29	13.2216	10.243	39.1998	5.6	8.298	26.638	20.03232	9.633	8.552	10.265	7.87896	19.345
2022/6/30	13.4112	0.894	14.7756	6.648	2.95412	13.835	5.9118	12	8.552	2.048	8.7408	27.499
2022/7/1	10.57	14.972	39.1998	4.413	2.95412	30.364	2.51125	32	7.63704	7.096	10.05192	23.073
2022/7/2	12.9252	1.682	14.7756	16.146	9.22	33.765	5.9118	18	7.63704	19.332	10.05192	37.192
2022/7/3	10.57	35.887	12.6648	28.679	3.4704	9.023	20.03232	9.18	7.63704	32.783	8.7544	11.596
2022/7/4	12.8076	2.876	12.6648	14.997	6.9366	11.428	20.03232	12.688	3.1503	3.716	10.926	27.955
2022/7/5	10.57	21.144	12.6648	22.459	6.915	21.375	4.9098	16	3.1503	5.439	10.926	23.267
2022/7/6	13.4112	2.334	18.095	1.433	6.915	24.571	1.90855	11	8.4856	1.822	10.926	15.254
2022/7/7	10.57	23.647	18.095	2.486	6.9408	5.738	20.03232	6.189	3.1503	3.379	8.7408	31.65
2022/7/8	10.57	20.743	12.6648	14.63	8.12232	12.399	22.53636	7.425	8.4856	4.31	8.7408	31.145
2022/7/9	5.36207	25	12.6648	23.259	6.915	31.836	20.03232	11.333	8.552	4.586	8.7408	44.535
2022/7/10	28.23294	0.938	18.095	3.712	5.69036	12.246	1.90855	34	8.4856	15.177	8.7544	24.35
2022/7/11	13.2216	1.372	10.554	28.358	6.915	31.334	1.80216	10	8.4856	23.432	8.7544	1.042
2022/7/12	13.2216	3.52	12.6648	24.735	6.915	27.375	22.53636	9.869	8.552	2.425	8.7544	30.244
2022/7/13	12.684	19.424	10.554	23.956	3.79264	6.521	4.9098	12	6.3642	5.905	8.7408	35.203
2022/7/14	12.684	13.078	10.554	8.244	8.0675	21.869	22.53636	11.618	10.607	4.4	10.926	34.033
2022/7/15	31.33456	1.064	10.554	31.33	6.9366	13.944	22.53636	9.411	10.607	7.479	10.926	30.18
2022/7/16	14.798	32.143	10.554	43.316	4.3368	17.856	4.9098	24	8.552	6.909	10.926	59.714
2022/7/17	13.741	28.603	18.095	4.421	4.3368	19.7	22.53636	18.046	3.78036	3.764	10.926	53.089
2022/7/18	13.0452	1.388	10.554	26.552	8.12232	11.37	22.53636	8.238	8.552	3.906	10.926	43.19
2022/7/19	17.3936	1.423	10.554	35.273	8.32896	5.852	22.53636	10.92	8.552	6.484	10.926	32.685
2022/7/20	13.741	20.959	10.554	39.104	8.12232	11.943	2.51125	16	7.4249	10.416	10.05192	43.777
2022/7/21	13.741	20.422	23.265	3.509	7.6065	24.229	2.51125	8	3.78036	8.37	10.05192	38.147
2022/7/22	3.83005	10	23.265	1.978	8.32896	6.173	4.9098	18	7.4249	6.131	10.05192	33.655
2022/7/23	10.57	32.473	36.7188	9.278	7.6065	42.274	2.9058	29	8.552	8.63	10.05192	45.47
2022/7/24	13.2216	8.439	10.554	51.41	8.12232	15.881	4.9098	10	4.2004	3.763	10.05192	45.96
2022/7/25	5.36207	17	10.554	34.218	8.32896	5.531	22.53636	6.207	8.552	7.061	8.7544	33.32
2022/7/26	7.399	30.12	10.554	28.507	7.6065	29.662	4.9098	13	8.552	2.651	8.7544	27.13
2022/7/27	8.456	31.688	10.554	33.969	7.6065	22.292	22.53636	4.781	10.69	2.22	10.05192	37.251
2022/7/28	28.23294	1.574	10.554	36.225	7.6065	30.834	29.36556	7.288	7.4249	15.557	10.05192	42.062
2022/7/29	8.456	21.172	23.265	3.307	4.26777	74	12.0373	2.557	7.4249	8.64	10.05192	32.206
2022/7/30	7.399	28.886	36.7188	5.768	2.07917	19	26.86152	10.772	7.4249	9.442	10.943	17.714
2022/7/31	6.342	46.334	23.265	3.669	4.26777	58	6.45637	3	6.5658	3.39	10.05192	48.343
2022/8/1	5.285	60.549	23.265	4.294	6.9366	13.759	6.45637	4	7.4249	17.494	8.7408	63.698
2022/8/2	5.285	35.269	9.70968	22.666	4.26777	36	6.28763	10	6.3006	9.917	8.7408	49.663
2022/8/3	5.285	49.822	8.4432	32.666	3.17347	41	11.81844	2.053	10.69	5	7.6482	46.229
2022/8/4	5.285	52.045	8.4432	45.556	4.26777	68	6.45637	6	7.4249	9.885	7.6482	46.759
2022/8/5	4.228	62.13	8.4432	35.694	3.79264	8.007	6.45637	14	7.4249	8.754	9.62984	23.609
2022/8/6	4.228	54.478	8.4432	39.012	4.26777	62	26.86152	7.224	10.69	5.372	7.6482	69.204
2022/8/7	2.07917	26	2.2434	40	10.06756	8.288	2.51125	34	12.0373	11.068	7.6482	67.31
2022/8/8	4.228	50.21	8.4432	30.797	4.26777	61	4.9098	18	6.5658	3.155	9.62984	21.282
2022/8/9	4.228	51.754	8.4432	30.632	4.26777	59	4.9098	12	12.0373	11.696	7.6482	54.968
2022/8/10	28.23294	2.531	8.4432	32.376	10.06756	10.427	6.45637	11	6.5658	4.144	7.6482	53.221
2022/8/11	2.07917	35	2.2434	35	4.26777	40	2.51125	38	12.0373	6.604	7.6482	53.45
2022/8/12	3.8052	58.153	36.7188	3.146	4.26777	43	2.51125	27	12.0373	9.439	7.6482	55.454
2022/8/13	3.8052	65.167	19.6974	4.439	3.17347	33	11.81844	12.689	12.0373	13.591	7.6482	72.596
2022/8/14	4.228	43.274	36.7188	6.125	4.92435	16	2.73575	8	6.5658	12.267	7.6482	80.196
2022/8/15	5.0736	24.633	8.4432	34.299	4.26777	40	26.86152	5.787	12.0373	8.99	7.6482	54.823
2022/8/16	5.0736	18.06	8.4432	30.835	2.07917	38	26.86152	6.379	10.69	5.532	9.62984	27.838
2022/8/17	5.0736	34.02	19.6974	5.467	4.26777	45	26.86152	6.036	12.0373	9.034	7.6482	58.56
2022/8/18	2.73575	31	7.59888	40.716	3.17347	22	26.86152	8.358	10.69	8.967	7.6482	77.794
2022/8/19	3.17347	10	7.59888	76.894	10.06756	27.492	23.63688	10.388	10.69	15.048	8.7408	152.132
2022/8/20	3.17347	3	19.6974	6.874	3.17347	34	23.63688	6.044	10.69	9.659	8.7408	78.363
2022/8/21	5.9192	48.318	19.6974	7.021	4.92435	106	3.51575	23	10.69	14.39	9.62984	33.325
2022/8/22	6.342	32.336	7.59888	16.789	5.36207	25	23.63688	3.037	10.69	1.064	9.62984	20.595
2022/8/23	6.342	30.294	7.59888	32.058	10.06756	9.498	23.63688	3.27	10.69	6.929	9.62984	14.283
2022/8/24	6.342	14.233	7.59888	28.985	10.06756	9.553	23.63688	6.134	10.69	5.392	9.62984	33.292
2022/8/25	6.342	21.999	19.6974	8.456	4.92435	24	14.2259	3.765	12.0373	6.512	10.05192	33.179
2022/8/26	6.342	37.225	7.59888	21.581	6.9366	7.953	23.63688	6.877	9.8348	6.998	10.05192	28.473
2022/8/27	7.399	30.855	7.59888	60.116	2.07917	53	23.63688	12.688	12.0373	14.244	9.62984	12.225
2022/8/28	7.399	47.592	7.59888	65.936	7.8967	43.124	14.2259	3.157	8.4856	5.881	10.926	59.804
2022/8/29	6.342	19.702	7.59888	33.775	2.07917	14	3.51575	22	8.4856	3.455	10.05192	36.867
2022/8/30	6.45637	25	19.6974	4.812	4.26777	13	14.2259	5.185	6.5658	5.019	13.1112	28.473
2022/8/31	3.17347	19	7.59888	23.994	4.3772	24.114	16.4145	4.124	6.5658	2.35	13.1112	15.469
2022/9/1	21.66714	1.425	12.07548	14	3.17347	25	26.86152	10.237	14.966	2.243	15.3202	19.245
2022/9/2	8.456	25.696	7.59888	38.188	8.0927	14.425	26.86152	8.245	6.5658	2.014	13.1112	23.302
2022/9/3	3.83005	32	7.59888	59.737	4.3772	38.307	8.53554	8	12.0373	9.781	13.1112	32.628
2022/9/4	6.45637	37	7.59888	75.931	9.2488	25.452	28.23294	15.182	6.5658	6.009	13.1112	31.447
2022/9/5	10.57	16.319	7.59888	26.973	5.36207	33	28.23294	6.786	12.0373	9.671	15.3202	27.303
2022/9/6	10.57	23.519	7.59888	24.538	8.7544	6.069	16.4145	6.049	5.69036	4.283	13.1112	20.672
2022/9/7	10.57	17.062	7.59888	26.202	7.44124	37	9.8487	7.641	14.2259	9.136	16.3884	20.356
2022/9/8	10.57	13.606	7.59888	25.24	9.73927	11	28.23294	4.2	14.2259	3.534	15.2964	17.001
2022/9/9	10.57	27.199	7.59888	51.805	7.55067	79	8.64497	1	10.06756	0.95	15.3202	38.731
2022/9/10	10.57	39.614	32.39128	6.269	8.7544	15.202	28.23294	14.863	10.06756	0.491	15.2964	44.847
2022/9/11	10.57	37.263	7.59888	53.133	7.55067	71	30.5808	11.458	14.966	6.927	15.3202	34.119
2022/9/12	10.57	36.061	32.39128	5.87	8.5384	8.382	30.5808	8.522			15.2964	32.882
2022/9/13	21.66714	2.677	32.39128	4.966	6.8172	6.629	20.7917	3.392			15.3202	24.296
2022/9/14	16.912	10.297	32.39128	3.926	6.8172	5.067	9.48473	6			15.3202	21.354
2022/9/15	6.45637	10	32.39128	6.59	7.55067	48	5.9118	15			13.1112	15.86
2022/9/16	21.66714	0.646	32.39128	4.818	8.5384	6.158	16.4145	5.677			13.1112	20.241
2022/9/17	3.83005	32	6.3324	0.889	5.36207	9	4.92205	18			13.1112	38.352
2022/9/18	5.36207	6	32.39128	4.381	6.45637	18	16.4145	4.733			12.0373	23.816
2022/9/19	4.26777	4	4.92435	3.572	8.0927	11.065	28.23294	5.238			13.1112	22.068
2022/9/20	5.36207	3	8.31668	6.258	6.45637	8	28.23294	9.687			10.943	22.99
2022/9/21	16.912	10.419	32.39128	5.357	4.5448	7.198	25.82548	11.666			10.06756	14.432
2022/9/22	3.83005	16	12.07548	13	6.45637	19	25.82548	3.938			10.06756	28.277
2022/9/23	21.66714	1.562	12.07548	24	7.87896	11.719	4.92205	23			10.06756	45.304
2022/9/24	19.026	22.054	12.07548	42	4.3368	3.537	4.92205	49			10.06756	47.598
2022/9/25	4.26777	13	32.39128	4.767	10.06756	2.598	26.1488	14.147			13.1112	32.21
2022/9/26	5.36207	1	8.31668	0.503	3.17347	19	4.92205	25			12.67416	18.982
2022/9/27	19.026	10.558	6.3324	15.284	7.55067	50	23.63688	3.805			10.06756	20.461
2022/9/28	16.912	13.841	6.3324	44.298	3.17347	22	20.7917	3.598			10.06756	17.959
2022/9/29	5.36207	12	6.3324	25.74	3.17347	35	20.7917	2.754			10.06756	23.046
2022/9/30	12.684	15.654	6.3324	43.812	6.9366	7.552	16.4145	3.523			13.1112	17.011
2022/10/1	12.684	34.864	6.3324	65.979	4.3368	2.576	21.66714	13.099			13.1112	36.677
2022/10/2	4.26777	10	11.06919	21	5.3135	0.504	20.4876	20.493			10.06756	37.85
2022/10/3	6.34694	4	6.3324	45.391	3.83005	31	20.4876	16.001			10.06756	41.468
2022/10/4	12.684	39.609	6.3324	58.761	4.80864	0.819	20.7917	3.06			13.1112	30.293
2022/10/5	12.684	27.128	7.3878	66.955	5.12304	12.789	21.66714	21.638			13.1112	39.917
2022/10/6	10.57	28.284	12.07548	42	3.83005	45	21.66714	35.755			13.1112	36.642
2022/10/7	9.7244	51.773	6.3324	58.376	4.92435	72	3.91755	98			10.926	45.141
2022/10/8	9.7244	33.623	6.3324	56.144	6.12808	24.461	22.53636	12.728			10.06756	13.616
2022/10/9	9.7244	30.766	32.39128	5.094	3.83005	10	3.91755	74			10.06756	26.257
2022/10/10	9.7244	29.905	6.3324	28.495	8.7544	10.956	3.91755	59			10.926	24.15
2022/10/11	4.26777	7	11.06919	10	9.22	5.001	3.91755	62			10.06756	13.606
2022/10/12	28.23294	1.343	6.3324	24.28	5.12304	4.872	3.91755	51			10.06756	14.05
2022/10/13	3.83005	19	6.3324	41.194	6.3762	6.042	23.63688	3.687			13.1112	16.247
2022/10/14	8.456	17.198	11.06919	6	6.3762	2.367	3.91755	37			13.1112	6.507
2022/10/15	8.456	52.121	6.3324	73.712	4.92435	95	3.51575	141	10.607	11.686	13.1112	36.893
2022/10/16	3.83005	38	6.3324	73.142	3.17347	26	23.63688	7.908	10.607	2.55	13.1112	33.196
2022/10/17	8.456	30.343	5.91024	24.435	3.83005	32	8.53554	17	10.607	5.762	10.06756	19.247
2022/10/18	6.45637	25	5.91024	30.71	6.9366	7.754	3.51575	77	8.4856	6.786	13.1112	21.432
2022/10/19	8.456	30.364	5.91024	28.515	3.17347	38	8.53554	8	8.4856	13.004	13.1112	25.813
2022/10/20	8.456	21.635	5.91024	32.368	7.87896	13.186	3.51575	38	8.4856	4.701	13.1112	19.969
2022/10/21	21.66714	12.32	5.91024	51.532	4.3772	59.696	16.4145	3.465	10.607	38.084	13.1112	53.495
2022/10/22	6.45637	46	5.91024	58.571	4.92435	44	20.4876	41.994	10.607	7.952	13.1112	23.724
2022/10/23	3.83005	47	5.91024	46.265	3.17347	8	20.4876	16.086	10.607	14.581	10.06756	18.484
2022/10/24	8.456	13.026	5.91024	30.023	3.83005	7	20.4876	7.553	10.607	3.223	13.1112	14.405
2022/10/25	21.66714	1.409	5.91024	22.773	3.17347	38	2.91305	51	10.607	4.156	10.06756	19.131
2022/10/26	8.456	23.458	12.07548	14	4.3772	18.459	20.4876	8.981	8.4856	4.56	10.06756	28.681
2022/10/27	4.26777	3	5.91024	24.97	2.98844	12.647	2.91305	73	8.4856	2.299	13.1112	18.037
2022/10/28	4.26777	2	16.19564	3.888	2.98844	13.043	20.4876	16.135	8.4856	11.885	7.6601	15.953
2022/10/29	6.342	64.192	11.06919	35	4.92435	35	20.4876	30.743	8.4856	11.396	10.926	39.821
2022/10/30	6.342	62.613	5.91024	46.957	4.4132	15.685	20.4876	18.727	7.4249	10.805	10.05192	40.491
2022/10/31	5.9192	25.068	5.91024	27.47	10.24696	2.227	8.53554	1	7.4249	3.319	10.05192	21.366
2022/11/1	3.17347	17	5.48808	15.776	5.685	2.521	20.4876	9.93	7.4249	3.305	6.34694	12.747
2022/11/3	28.23294	0.301	5.48808	2.926	2.98844	6.125	20.4876	16.284	6.3642	4.012	8.7408	31.799
2022/11/5	3.83005	44	5.48808	46.655	5.95036	4.786	2.91305	105	6.3642	9.816	6.34694	30.092
2022/11/6	5.0736	40.026	5.48808	46.228	4.4132	6.82	18.2112	26.139	6.3642	4.647	5.25264	27.405
2022/11/7	3.83005	19	12.07548	5	3.06404	24.784	2.91305	46	6.3642	3.256	5.25264	24.696
2022/11/8	5.0736	25.978	5.48808	17.442	5.95036	5.698	16.4145	6.336	6.3642	3.86	5.25264	21.819
2022/11/9	5.0736	22.596	5.48808	15.002	3.17347	33	2.73575	3	6.3642	2.871	5.25264	18.333
2022/11/10	4.26777	12	5.48808	6.668	3.56416	4.969	8.53554	7	6.3642	6.897	8.7408	21.003
2022/11/11	4.228	38.976	12.07548	17	5.36207	2	2.91305	107	6.3642	7.801	5.25264	22.176
2022/11/12	13.02217	2.193	5.48808	46.033	5.41488	7.749	15.9348	40.211	6.3642	10.572	8.7408	32.389
2022/11/13	4.228	65.721	12.07548	10	2.73575	36	15.9348	38.946	6.3642	7.366	5.25264	24.045
2022/11/14	4.228	33.591	5.48808	17.464	7.6601	0.316	2.91305	55	6.3642	5.605	8.7408	16.484
2022/11/15	4.228	29.803	12.07548	14	5.03378	6.056	2.91305	58	6.3642	7.266	7.6482	23.782
2022/11/16	4.228	31.347	5.48808	9.206	2.73575	27	15.9348	19.886	6.3642	2.568	7.6482	13.506
2022/11/17	4.228	31.27	12.07548	27	4.2508	8.763	15.9348	17.258	6.3642	8.038	5.25264	26.565
2022/11/18	3.8052	76.691	5.48808	30.853	2.73575	20	15.9348	27.089	6.3642	17.923	7.6482	34.719
2022/11/19	3.8052	192.063	5.48808	142.219	3.17347	70	15.9348	72.672	6.3642	35.546	5.25264	30.219
2022/11/20	4.228	93.647	12.07548	36	2.1346	13.566	15.9348	25.965	6.3642	0.252	7.6482	50.551
2022/11/21	4.228	211.63	5.48808	157.132	2.1346	35.351	15.9348	59.541	6.3642	52.367	5.25264	32.194
2022/11/22	4.26777	9	5.91024	24.355	3.17347	17	18.2112	6.242	6.3642	4.816	5.25264	25.578
2022/11/23	4.228	22.729	32.39128	1.041	2.1886	44.189	18.2112	9.445	6.3642	6.848	5.25264	14.469
2022/11/24	4.228	31.925	5.91024	26.941	3.5868	23	6.45637	3	6.3642	7.701	5.25264	13.818
2022/11/25	4.228	26.29	12.07548	20	3.23904	16.341	2.91305	14	6.3642	14.817	5.25264	21.42
2022/11/26	4.228	40.257	5.91024	14.624	2.98844	19.166	16.4145	0.542	6.3642	9.449	7.6482	17.357
2022/11/27	3.83005	7	5.91024	3.165	2.1886	17.553	16.4145	0.857	6.3642	4.146	5.25264	3.192
2022/11/28	4.228	7.451	5.91024	0.809	2.73575	5	16.4145	0.241	3.1821	1.04	7.6482	2.098
2022/11/29	4.26777	2	5.91024	7.194	2.73575	5	13.1316	1.447	3.1821	1.778	5.25264	5.943
2022/12/4	4.26777	4	12.07548	6	2.73575	14	4.92435	12	8.4856	1.168	7.6482	2.903
2022/12/5	6.45637	2	5.91024	5.811	2.73575	7	2.91305	86			5.25264	30.282
2022/12/6	4.26777	23	5.91024	37.863	4.2508	22.934	18.2112	22.62	8.4856	7.977	7.6482	28.723
2022/12/7	3.3824	45.383	5.91024	38.331	3.82572	11.517	3.51575	75	8.4856	11.597	7.6482	24.04
2022/12/8	4.26777	7	5.277	32.48	3.83005	34	17.073	17.678	8.4856	4.524	7.21116	27.835
2022/12/9	3.3824	25.447	12.07548	15	7.7231	4.282	17.073	13.484	8.4856	4.422	2.62632	25.977
2022/12/10	3.3824	49.153	12.07548	28	11.138	7.372	6.45637	5	8.4856	6.572	6.5556	33.717
2022/12/11	3.83005	40	5.277	26.311	1.75088	48.527	17.073	22.549	8.4856	2.865	6.5556	24.316
2022/12/12	3.3824	22.38	5.277	18.569	3.83005	27	16.4145	2.896	8.4856	3.379	3.17347	22.386
2022/12/13	3.17347	12	4.2216	30.33	1.70768	12.567	5.9118	14	8.4856	5.316	6.5556	25.675
2022/12/14	3.83005	23	12.07548	8	2.244	3.163	17.073	8.729	8.4856	6.973	7.6482	25.014
2022/12/15	3.83005	47	12.07548	18	3.83005	41	4.52025	42	8.4856	8.607	5.25264	19.446
2022/12/16	3.3824	30.764	4.2216	43.716	3.83005	53	8.53554	18	8.4856	6.37	7.6482	25.275
2022/12/17	3.83005	30	12.07548	48	3.83005	12	18.2112	11.424	9.66092	4.018	7.6482	43.336
2022/12/18	3.3824	35.418	4.2216	38.335	15.5932	4.723	5.9118	24	8.4856	12.025	5.25264	35.469
2022/12/19	17.5088	0.37	4.2216	32.196	1.75088	40.257	18.2112	13.067	8.4856	11.56	5.25264	30.429
2022/12/20	3.3824	19.561	4.2216	31.92	3.5868	58	20.4876	13.785	8.4856	6.731	5.25264	21.609
2022/12/21	3.83005	25	4.2216	33.993	9.4808	8.659	4.52025	67	8.4856	17.74	8.7408	28.709
2022/12/22	3.17347	32	12.07548	7	1.75088	54.422	20.4876	14.652	8.4856	8.883	8.7408	16.283
2022/12/23	3.3824	28.649	5.06592	35.565	7.6601	3.134	10.88703	2	8.4856	8.921	5.25264	15.666
2022/12/24	1.86031	41	5.06592	34.956	1.70768	24.615	20.4876	11.65	8.4856	11.582	10.05192	22.436
2022/12/25	3.3824	43.838	5.06592	60.162	3.83005	19	4.52025	81	8.4856	5.742	5.25264	28.959
2022/12/26	3.3824	38.362	5.32896	6.993	1.70768	8.269	4.52025	65	8.4856	11.144	10.05192	12.338
2022/12/27	3.3824	35.354	5.32896	9.072	4.6116	22	4.52025	50	8.4856	6.282	5.25264	20.475
2022/12/28	3.17347	5	5.32896	8.547	1.75088	66.604	20.4876	10.157	8.4856	8.167	5.25264	15.351
2022/12/29	4.228	23.236	12.07548	26	14.2212	2.894	20.4876	13.147	8.4856	3.656	5.69036	12.137
2022/12/30	4.228	32.508	5.32896	14.89	1.75088	58.333	3.9	22	8.4856	5.805	5.69036	19.771
2022/12/31	4.228	48.009	5.32896	17.914	9.62984	1.85	6.45637	7	8.4856	5.164	10.926	24.181
2023/1/1	2.73575	63	4.2216	35.055	3.83005	50	20.4876	18.003	13.1316	0.752	5.69036	20.122
2023/1/2	6.342	29.57	16.4145	2.012	3.83005	41	5.9118	22	8.4856	16.647	10.926	15.504
2023/1/3	12.0373	3.97	12.07548	19	4.92435	40	3.9	11	8.4856	3.191	10.06756	14.781
2023/1/4	6.342	28.357	12.07548	29	17.8208	8.072	14.2259	2.569	9.75844	3.929	10.06756	14.53
2023/1/5	5.36207	25	8.31668	7.197	3.5868	38	14.2259	3.249	9.75844	5.383	13.1112	12.259
2023/1/6	7.399	21.151	4.2216	21.769	2.1346	6.069	4.52025	49	9.75844	6.247	13.1112	15.167
2023/1/7	5.36207	26	12.07548	18	15.5932	9.844	20.4876	11.841	9.75844	9.684	10.06756	9.553
2023/1/8	14.2259	2.177	12.07548	20	1.53202	41.617	20.4876	13.049	9.75844	15.154	13.1112	23.471
2023/1/9	8.456	21.472	5.06592	22.412	1.53202	29.927	3.9	10	9.75844	11.607	10.06756	11.692
2023/1/10	3.83005	13	12.07548	19	13.3656	9.156	4.92205	48	10.607	8.132	13.1112	9.616
2023/1/11	4.26777	8	5.48808	21.708	3.83005	32	5.9118	10	10.607	9.782	13.1112	15.861
2023/1/12	7.399	28.396	8.31668	7.382	1.53202	40.294	4.92205	41	10.607	9.159	13.1112	19.358
2023/1/13	23.64248	1.047	5.91024	24.895	1.53202	46.914	24.58512	10.353	12.6012	1.246	10.06756	18.528
2023/1/14	17.6288	10.278	6.3324	45.039	6.45637	24	6.45637	10	12.7284	24.21	10.06756	28.285
2023/1/15	17.3936	1.178	12.07548	61	10.627	9.017	26.86152	12.642	12.7284	16.388	10.06756	38.423
2023/1/16	12.936	4.005	7.3878	23.076	1.75088	43.206	26.86152	14.872	12.7284	16.76	12.0186	20.02
2023/1/17	19.0548	5.099	12.07548	40	5.36207	6	26.86152	12.635	14.7014	6.855	12.0186	24.782
2023/1/18	9.7244	79.447	7.3878	28.636	8.9104	51.338	4.92205	74	12.7284	35.577	13.1112	40.754
2023/1/19	9.7244	107.272	5.32896	17.853	8.9104	54.237	26.86152	46.429	14.8498	55.337	11.706	17.359
2023/1/20	4.26777	210	7.3878	100.996	14.2212	50.28	5.9118	45	16.8016	7.475	13.1112	100.873
2023/1/22	15.6464	16.525	7.3878	31.08	7.55067	48	5.92655	46	14.8498	17.629	13.1112	21.121
2023/1/23	15.6464	2.636	12.07548	17	10.627	10.052	5.92655	118	14.8498	31.043	13.1112	42.328
2023/1/24	4.26777	61	7.3878	55.188	10.627	4.407	26.86152	25.849	14.8498	21.085	10.06756	23.19
2023/1/25	4.26777	26	12.07548	35	16.135	25.577	5.92655	32	16.8016	10.434	13.1112	86.136
2023/1/26	5.36207	40	7.3878	43.01	8.9104	71.676	5.9118	31	14.8498	29.087	10.06756	17.207
2023/1/27	4.26777	54	12.07548	33	7.55067	37	5.92655	72	14.7014	8.204	13.1112	45.749
2023/1/28	4.26777	67	12.07548	23	8.9104	65.672	8.97476	9	14.7014	6.183	13.1112	33.914
2023/1/29	5.36207	28	5.91024	23.493	4.92435	32	4.5	9	14.8498	13.391	13.1112	23.59
2023/1/30	10.57	39.358	5.91024	22.775	4.92435	40	22.53636	11.545	14.8498	10.741	10.926	22.51
2023/1/31	12.684	23.588	5.06592	21.594	4.92435	21	6.48823	1	14.8498	8.325	10.926	22.269
2023/2/1	12.684	26.092	5.06592	14.348	10.24696	24.943	5.9118	12	14.8498	9.58	10.06756	12.542
2023/2/2	12.684	30.781	5.06592	17.057	1.75088	40.897	5.92655	58	12.7284	13.021	10.926	27.084
2023/2/3	5.36207	61	12.07548	11	10.64256	6.093	4.5	19	12.7284	10.764	10.06756	19.684
2023/2/4	3.17347	12	5.06592	47.684	10.64256	8.472	4.5	16	12.6012	4.825	10.926	30.057
2023/2/5	13.2216	17.768	5.06592	46.317	13.644	18.011	18.6174	11.224	12.7284	11.518	10.926	30.076
2023/2/6	7.55067	5	6.6972	9.53	6.45637	15	14.2259	2.114	12.6012	2.442	10.926	22.804
2023/2/7	11.627	23.225	5.06592	10.775	10.24696	15.294	20.4876	8.02	12.7284	10.81	13.1112	19.853
2023/2/8	7.55067	2	5.06592	21.993	1.75088	27.949	20.4876	5.915	12.7284	6.547	13.1112	18.31
2023/2/9	11.627	29.83	5.06592	21.759	4.4256	5.859	5.92655	29	12.7284	10.018	13.1112	14.491
2023/2/10	5.36207	34	7.77384	4.311	4.92435	25	5.92655	34	12.7284	11.171	13.1112	20.963
2023/2/11	4.26777	49	4.85484	49.743	1.75088	38.716	8.97476	6	10.607	13.306	10.926	36.589
2023/2/12	4.26777	45	12.07548	11	7.55067	47	8.97476	4	10.607	24.953	10.926	30.438
2023/2/13	11.627	21.698	12.07548	21	1.75088	42.244	5.9118	22	10.607	13.081	10.943	16.55
2023/2/14	12.2612	21.929	4.2216	24.572	6.23728	17.187	5.92655	32	10.607	10.833	10.05192	22.609
2023/2/15	3.83005	13	4.2216	30.582	6.45637	14	4.5	9	11.6677	5.322	10.05192	20.051
2023/2/16	12.684	20.388	5.06592	18.357	6.23728	17.078	20.4876	8.999	12.7284	5.905	10.05192	24.191
2023/2/17	2.51689	49	5.06592	12.877	11.22	2.31	5.9118	21	12.7284	6.198	10.943	13.614
2023/2/18	14.798	26.452	5.06592	38.479	2.20086	56.65	5.9118	18	12.7284	19.577	10.05192	36.138
2023/2/19	14.798	28.129	5.06592	29.052	2.20086	17.389	20.4876	12.742	12.7284	11.549	6.5658	18.698
2023/2/20	14.798	17.135	5.06592	14.408	7.55067	21	20.4876	4.883	12.7284	5.844	10.05192	19.146
2023/2/21	14.798	19.063	12.07548	8	7.55067	21	4.92205	21	12.7284	10.812	10.05192	17.492
